goe803h_v05
 0.153492  0.017825
 0.159225  0.018804
 0.165044  0.019778
 0.170946  0.020747
 0.176930  0.021712
 0.182994  0.022675
 0.189138  0.023636
 0.195358  0.024596
 0.201655  0.025555
 0.208026  0.026514
 0.214470  0.027473
 0.220986  0.028432
 0.227570  0.029391
 0.234223  0.030348
 0.240941  0.031304
 0.247725  0.032258
 0.254571  0.033208
 0.261478  0.034152
 0.268445  0.035091
 0.275470  0.036020
 0.282550  0.036940
 0.289685  0.037847
 0.296872  0.038740
 0.304110  0.039617
 0.311396  0.040475
 0.318730  0.041312
 0.326109  0.042126
 0.333531  0.042915
 0.340994  0.043677
 0.348497  0.044410
 0.356038  0.045112
 0.363615  0.045783
 0.371226  0.046419
 0.378869  0.047021
 0.386542  0.047586
 0.394243  0.048115
 0.401971  0.048607
 0.409723  0.049061
 0.417498  0.049477
 0.425293  0.049856
 0.433107  0.050197
 0.440937  0.050501
 0.448783  0.050769
 0.456641  0.051001
 0.464509  0.051198
 0.472387  0.051362
 0.480272  0.051493
 0.488161  0.051593
 0.496053  0.051662
 0.503947  0.051701
 0.511839  0.051713
 0.519728  0.051697
 0.527613  0.051656
 0.535491  0.051589
 0.543359  0.051498
 0.551217  0.051383
 0.559063  0.051245
 0.566893  0.051085
 0.574707  0.050902
 0.582502  0.050698
 0.590277  0.050471
 0.598029  0.050222
 0.605757  0.049950
 0.613458  0.049656
 0.621131  0.049338
 0.628774  0.048997
 0.636385  0.048632
 0.643962  0.048241
 0.651503  0.047825
 0.659006  0.047383
 0.666469  0.046913
 0.673891  0.046417
 0.681270  0.045892
 0.688604  0.045340
 0.695890  0.044759
 0.703128  0.044149
 0.710315  0.043510
 0.717450  0.042843
 0.724530  0.042148
 0.731555  0.041426
 0.738522  0.040676
 0.745429  0.039901
 0.752275  0.039101
 0.759059  0.038277
 0.765777  0.037432
 0.772430  0.036566
 0.779014  0.035682
 0.785530  0.034782
 0.791974  0.033867
 0.798345  0.032940
 0.804642  0.032003
 0.810862  0.031058
 0.817006  0.030108
 0.823070  0.029155
 0.829054  0.028202
 0.834956  0.027250
 0.840775  0.026302
 0.846508  0.025360
 0.852155  0.024426
 0.857715  0.023501
 0.863185  0.022588
 0.868565  0.021688
 0.873852  0.020803
 0.879047  0.019933
 0.884147  0.019080
 0.889152  0.018244
 0.894059  0.017426
 0.898869  0.016627
 0.903579  0.015846
 0.908188  0.015084
 0.912695  0.014341
 0.917100  0.013616
 0.921401  0.012910
 0.925597  0.012221
 0.929686  0.011550
 0.933669  0.010896
 0.937544  0.010257
 0.941309  0.009635
 0.944964  0.009027
 0.948509  0.008434
 0.951942  0.007856
 0.955262  0.007290
 0.958469  0.006738
 0.961561  0.006199
 0.964539  0.005673
 0.967400  0.005159
 0.970146  0.004659
 0.972774  0.004171
 0.975284  0.003697
 0.977675  0.003238
 0.979948  0.002793
 0.982101  0.002363
 0.984134  0.001950
 0.986046  0.001553
 0.987838  0.001176
 0.989507  0.000817
 0.991055  0.000479
 0.992480  0.000162
 0.993782  -0.000132
 0.994962  -0.000402
 0.996018  -0.000646
 0.996950  -0.000865
 0.997759  -0.001057
 0.998443  -0.001221
 0.999003  -0.001356
 0.999439  -0.001462
 0.999751  -0.001538
 0.999938  -0.001584
 1.000000  -0.001599
